Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Lead Investments,Number of Portfolio Organizations,Number of Exits (IPO),Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industry Groups,Industries,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status
Amadeus APEX Technology Fund,https://www.crunchbase.com/organization/amadeus-apex-technology-fund,Venture Capital,5,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Amadeus APEX Technology Fund operates as a ventures capital firm.,1,4,,Active,,,,,"Financial Services, Lending and Investments","Finance, Financial Services, Venture Capital",,,,"Early Stage Venture, Seed",,,Private
Common Magic,https://www.crunchbase.com/organization/common-magic,Venture Capital,5,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Common Magic is a venture capital firm that targets pre-seed and seed building products.,,4,,Active,2023-01-01,year,https://www.commonmagic.xyz,https://www.linkedin.com/company/common-magic,,,,,1-10,Seed,,,Private
Blue Bay Ventures,https://www.crunchbase.com/organization/blue-bay-ventures-5e64,Venture Capital,5,,,,VC in the Security Token industry,1,5,,Active,2021-08-01,month,https://bluebay-ventures.com,https://www.linkedin.com/company/blue-bay-ventures,"Financial Services, Information Technology, Internet Services, Professional Services, Real Estate, Software","Consulting, Finance, Financial Services, Information Technology, Internet, Real Estate, Software, Web Development",2,"Michiel Rietveld, Nico Pantelis",1-10,"Early Stage Venture, Seed, Venture",,,Private
Enpulse,https://www.crunchbase.com/organization/enpulse,Corporate Venture Capital,5,,"Stuttgart, Baden-Wurttemberg, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",EnPulse Ventures GmbH is a subsidiary of EnBW.,1,4,,Active,2022-01-01,year,https://enpulse.io,https://www.linkedin.com/company/enpulse-ventures,,,,,11-50,"Early Stage Venture, Seed",,,Private
Octopus Energy generation,https://www.crunchbase.com/organization/octopus-energy-generation,Venture Capital,5,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Octopus Energy generation is venture capital arm of Octopus Energy.,4,5,,Active,,,https://www.octopusenergygeneration.com/fund-management,https://www.linkedin.com/company/octopusenergygeneration/?originalSubdomain=uk,,,,,101-250,Early Stage Venture,,Made Acquisitions,Private
Croton Capital,https://www.crunchbase.com/organization/croton-capital,"Angel Group, Venture Capital",5,1,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Croton Capital is an international business angel syndicate investing in impactful early-stage companies with underrepresented founder teams,1,5,,Active,2021-01-01,year,,https://www.linkedin.com/company/crotoncap/,"Financial Services, Lending and Investments","Angel Investment, Venture Capital",,,11-50,"Early Stage Venture, Seed",,,Private
Pelion Green Future,https://www.crunchbase.com/organization/pelion-green-future,"Private Equity Firm, Venture Capital",5,,"Munich, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","Pelion Green Future is an independent investment holding focused on clean energy, technology and climate related solutions.",3,2,,Active,2021-01-01,year,https://www.peliongreenfuture.com/,https://www.linkedin.com/company/peliongreenfuture/,"Energy, Natural Resources, Sustainability","Clean Energy, Energy, Energy Storage, Renewable Energy, Solar, Wind Energy",2,"Alexander Samwer, Jeremias Heinrich",11-50,"Debt, Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",,,Private
4P Capital,https://www.crunchbase.com/organization/4p-capital,Venture Capital,5,,"Frankfurt, Hessen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",4P Capital is a data-driven operator investors and marketers joining impactful pioneers in building pivotal businesses.,,5,,Active,2020-01-01,year,https://www.4p.capital/,https://www.linkedin.com/company/4p-venture-capital/?originalSubdomain=de,,,,,101-250,"Early Stage Venture, Seed",,,Private
AspireTech Ventures,https://www.crunchbase.com/organization/aspiretech-ventures,Venture Capital,5,,,,"Invest in the exceptional, nurture the transformative, and accelerate the revolutionary",,5,,Active,2022-01-10,day,https://www.aspiretechventures.com,,"Financial Services, Lending and Investments","Finance, Financial Services, Venture Capital",,,11-50,"Early Stage Venture, Seed",,,Private
Grey Silo Ventures,https://www.crunchbase.com/organization/grey-silo-ventures,Corporate Venture Capital,5,,"Milan, Lombardia, Italy","European Union (EU), Europe, Middle East, and Africa (EMEA)",Corporate Venture Capital of Cereal Docks Group,1,4,,Active,2022-01-01,year,https://www.greysiloventures.com,https://www.linkedin.com/company/grey-silo-ventures/,"Agriculture and Farming, Food and Beverage","Agriculture, AgTech, Food and Beverage, Food Processing",1,Giacomo Fanin,1-10,"Early Stage Venture, Seed",,,Private
Hermann Hauser Investment,https://www.crunchbase.com/organization/hermann-hauser-investment,Venture Capital,5,,"Innsbruck, Tirol, Austria","European Union (EU), Europe, Middle East, and Africa (EMEA)","Hermann Hauser investment company invests in start-ups from the DACH region, in the seed and Series A phases.",1,5,,Active,2016-01-01,year,https://www.hhi.ventures/,https://www.linkedin.com/company/hermann-hauser-investment-gmbh/,,,1,Hermann Hauser,1-10,"Early Stage Venture, Seed, Venture",,,Private
Flex Dapps,https://www.crunchbase.com/organization/flex-dapps,Venture Capital,5,,"Melbourne, Victoria, Australia","Asia-Pacific (APAC), Australasia",Flex Dapps is a decentralized pre-IPO & pre-token trading platform.,,5,,Active,2018-01-01,year,https://flexdapps.com/,https://www.linkedin.com/company/flex-dapps/,"Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software","Blockchain, Cryptocurrency",,,1-10,Early Stage Venture,For Profit,,Private
Verbund X Ventures,https://www.crunchbase.com/organization/verbund-x-ventures,Corporate Venture Capital,5,,"Vienna, Wien, Austria","European Union (EU), Europe, Middle East, and Africa (EMEA)",Verbund X Ventures is a venture capital firm,3,5,,Active,2021-01-01,year,https://www.verbundx.com/en-at/ventures,,"Energy, Financial Services, Lending and Investments, Sustainability, Transportation","Renewable Energy, Transportation, Venture Capital",,,1-10,Early Stage Venture,,,Private
Ace Ventures,https://www.crunchbase.com/organization/ace-ventures,"Micro VC, Venture Capital",5,,"Potsdam, Brandenburg, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Ace Ventures is a Start-Up Consulting and Capital Firm.,1,5,,Active,2009-01-01,year,http://www.ace-ventures.de,https://www.linkedin.com/company/ace-ventures/,"Financial Services, Internet Services, Professional Services, Sales and Marketing","Consulting, Finance, Internet, SEO",1,Daniel Klarkowski,1-10,"Early Stage Venture, Seed",,,Private
Bauer Venture,https://www.crunchbase.com/organization/bauer-venture-partners-3,Corporate Venture Capital,5,2,"Hamburg, Hamburg, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Bauer Venture is a venture capital firm that acts as a strategic investment arm of Bauer Media Group.,,3,,Active,2014-08-01,day,http://www.bauerventurepartners.vc/,https://www.linkedin.com/company/bauer-venture-partners-gmbh,"Financial Services, Lending and Investments","Angel Investment, Finance, Financial Services, FinTech, Venture Capital",1,Iskender Dirik,11-50,,,,Private
Gamegroove Capital,https://www.crunchbase.com/organization/gamegroove-capital-167a,"Accelerator, Venture Capital",5,,"Kyiv, Kyyiv, Ukraine","Europe, Middle East, and Africa (EMEA)","Gamegroove Capital invests in gaming’s most promising new talent, helping them create game-changing titles and services.",1,4,,Active,2019-01-01,year,https://gamegroovecapital.com/,https://www.linkedin.com/company/gamegroovecapital,,,,,1-10,Early Stage Venture,,,Private
Skybrain GmbH,https://www.crunchbase.com/organization/skybrain-gmbh,"Private Equity Firm, Venture Capital",5,,"Waldshut-tiengen, Baden-Wurttemberg, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Die Verwaltung von Beteiligungen an anderen Unternehmen und Immobilien sowie Verwaltung eigenen Vermögens.,3,5,,Active,2021-04-12,day,http://www.skybrain-gmbh.de,,"Commerce and Shopping, Financial Services","E-Commerce, Finance, Wealth Management",1,Mike Wlach,1-10,Private Equity,,,Private
Climate Insiders,https://www.crunchbase.com/organization/climate-insiders,Venture Capital,5,,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Climate Tech investing community that backs the most ambitious Climate moonshots,2,5,,Active,2023-07-01,month,https://www.climateinsiders.com,https://www.linkedin.com/company/climate-insiders/about/,"Financial Services, Lending and Investments",Venture Capital,1,Yoann Berno,1-10,"Early Stage Venture, Seed",,,Private
Die Brückenköpfe,https://www.crunchbase.com/organization/die-brückenköpfe,Venture Capital,5,,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Die Brückenköpfe is a management consulting and investing firm focused on the German healthcare market.,1,5,,Active,2016-03-01,day,http://brueckenkoepfe.de/,https://www.linkedin.com/company/die-br%C3%BCckenk%C3%B6pfe-gmbh,"Health Care, Professional Services","Consulting, Health Care",,,11-50,"Early Stage Venture, Seed",For Profit,,Private
Barmenia Next Strategies,https://www.crunchbase.com/organization/barmenia-next-strategies,Venture Capital,5,,"Wuppertal, Nordrhein-Westfalen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Barmenia Next Strategies is an early-stage venture investor in the InsurTech and HealthTech sectors.,2,5,,Active,2021-01-01,year,https://bns.vc,https://www.linkedin.com/company/barmenianextstrategies,"Financial Services, Lending and Investments","Finance, InsurTech, Venture Capital",,,1-10,Early Stage Venture,,,Private
Peak Capital,https://www.crunchbase.com/organization/peak-capital-5cbf,Venture Capital,5,1,"Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",Peak Capital operates as a venture capital firm.,,5,,Active,2008-01-01,year,https://peakinvestgroup.com/,https://www.linkedin.com/company/peakinvestgroup/about/,,,,,51-100,Early Stage Venture,,,Private
Urania Ventures,https://www.crunchbase.com/organization/urania-ventures,Venture Capital,5,,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Urania Ventures is a French-German private investment company with a global portfolio backing scientific breakthroughs.,1,5,,Active,2018-01-01,year,http://www.urania.vc ,https://www.linkedin.com/company/urania-ventures/?originalSubdomain=de,,,,,1-10,"Convertible Note, Seed",,,Private
Soleria Capital,https://www.crunchbase.com/organization/soleria-capital,Venture Capital,5,1,"Munich, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Soleria Capital is an early-stage venture capital firm investing in Seed to Series A investment rounds in dynamic tech companies.,2,5,,Active,2015-01-01,year,http://www.soleriacapital.com,https://www.linkedin.com/company/soleriacapital/,,,1,Christian Siemoneit,1-10,"Early Stage Venture, Seed, Venture",,,Private
Torus Capital,https://www.crunchbase.com/organization/torus-capital,Venture Capital,5,,"Haaltert, Oost-Vlaanderen, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)",We are a group of entrepreneurs who pay forward their own capital and experience to founders of early stage tech companies.,3,4,,Active,,,https://www.torus.vc,https://www.linkedin.com/company/torus-vc/,,,1,Jochen Boeykens,1-10,Early Stage Venture,,,Private
Tengelmann Social Ventures,https://www.crunchbase.com/organization/tengelmann-social-ventures,Venture Capital,5,,"Mülheim, Rheinland-Pfalz, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Tengelmann Social Ventures offers support and advice to social entrepreneurs.,,5,,Active,,,http://www.tev-social.de/,,"Financial Services, Media and Entertainment","Advice, Finance, Financial Services",,,,Seed,,,Private
Front Equity,https://www.crunchbase.com/organization/front-equity-gmbh,Venture Capital,5,,"Munich, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Front Equity is a privately held investment company with two business units.,4,5,,Active,2005-01-01,year,http://www.frontequity.com,https://www.linkedin.com/company/4975416/,"Financial Services, Lending and Investments",Venture Capital,,,51-100,"Early Stage Venture, Seed",For Profit,,Private
Raakwark Kaptaal,https://www.crunchbase.com/organization/raakwark-kaptaal,Venture Capital,5,,"Hamburg, Hamburg, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Raakwark Kaptaal invest in technology startups in the pre-seed and seed stages.,1,4,,Active,,,https://raakwark.de/,,"Financial Services, Lending and Investments","Funding Platform, Venture Capital",,,,"Early Stage Venture, Late Stage Venture",,,Private
WOLFMAN.ONE,https://www.crunchbase.com/organization/wolfman-holdings,Venture Capital,5,2,"Heilbronn, Baden-Wurttemberg, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",WOLFMAN.ONE is a self-financed investment company.,2,5,,Active,2000-01-01,year,http://wolfman.one,https://www.linkedin.com/in/prof-wolf-michael-nietzer-mba-llm-3bab5916,"Financial Services, Lending and Investments",Angel Investment,1,Wolf Michael Nietzer,1-10,"Early Stage Venture, Seed",,,Private
JVMO,https://www.crunchbase.com/organization/canopei,Venture Capital,5,1,"Zürich, Zurich, Switzerland","Europe, Middle East, and Africa (EMEA)","JVMO invests in tech-enabled health, wellness, and longevity companies to keep people healthy.",,5,,Closed,2016-09-01,month,https://jvmo.co,https://www.linkedin.com/company/jvmo-ltd-,Health Care,"Health Care, Personal Health, Wellness",2,"Jan Vichr, Markus Okumus",11-50,"Early Stage Venture, Seed",,,Private
ESB Invest Vorpommern,https://www.crunchbase.com/organization/esb-invest-vorpommern,Venture Capital,5,,"Greifswald, Mecklenburg-Vorpommern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",ESB Invest Vorpommern invests in early-stage for Mecklenburg-Western Pomerania companies.,1,5,,Active,2021-01-01,year,https://www.esb.vc/,https://www.linkedin.com/company/esb-invest-vorpommern-gmbh/,,,,,1-10,Early Stage Venture,,,Private
Breakthrough Lab,https://www.crunchbase.com/organization/breakthrough-lab,"Micro VC, Venture Capital",5,2,"Sydney, New South Wales, Australia","Asia-Pacific (APAC), Australasia","Breakthrough Lab is a venture capital fund based in Sydney, Australia.",2,5,,Active,2013-01-01,year,http://www.breakthroughlab.com.au/,https://www.linkedin.com/company-beta/12179059/,,,1,Paul Hunyor,1-10,,,,Private
