Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Lead Investments,Number of Portfolio Organizations,Number of Exits (IPO),Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industry Groups,Industries,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status
Emerge,https://www.crunchbase.com/organization/emerge-venture-lab,Venture Capital,68,5,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Emerge is a pre-seed fund backed by 100+ of the world’s best edtech and future of work founders and executives.,14,57,,Active,2013-01-01,year,https://emerge.education,https://www.linkedin.com/company/emergeeducation,"Administrative Services, Education, Software","E-Learning, Education, Higher Education, Human Resources, Skill Assessment, Software, Training, Vocational Education",1,Jan Lynn-Matern,1-10,"Early Stage Venture, Seed",,,Private
Concentric,https://www.crunchbase.com/organization/concentric,Venture Capital,68,3,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","Concentric invests in software technology business in the financial services, mobility, real estate, industrial, and logistics sectors.",27,40,,Active,2013-03-01,day,http://www.concentric.vc,https://www.linkedin.com/company/concentric-ventures,"Financial Services, Internet Services, Lending and Investments, Software","Finance, Financial Services, FinTech, Internet, Software, Venture Capital",2,"Denis Shafranik, Kjartan Rist",1-10,"Early Stage Venture, Seed, Venture",,,Private
Vertex Ventures US,https://www.crunchbase.com/organization/vertex-ventures-us,Venture Capital,67,14,"Palo Alto, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",Vertex Ventures US partners with and invests in early-stage b2b founders building infrastructure and SaaS companies.,25,47,1,Active,2015-01-01,day,https://vvus.com/,https://www.linkedin.com/company/vertex-ventures,"Financial Services, Lending and Investments","Financial Services, Venture Capital",1,Insik Rhee,11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private
Serpentine Ventures,https://www.crunchbase.com/organization/serpentine-ventures,Venture Capital,67,5,"Zürich, Zurich, Switzerland","Europe, Middle East, and Africa (EMEA)",Serpentine Ventures (SERV) is the investment arm of the Swiss startup group.,12,48,1,Active,2019-01-01,year,https://www.serpentine.vc,https://www.linkedin.com/company/serpentineventures/?originalSubdomain=ch,"Financial Services, Lending and Investments, Professional Services","Business Development, Impact Investing, Venture Capital",,,11-50,"Early Stage Venture, Seed, Venture",,,Private
KTH Holding,https://www.crunchbase.com/organization/kth-holding,Venture Capital,67,3,"Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia",KTH Holding is a state-owned limited liability company managed by KTH University Board.,9,59,,Active,1994-01-01,year,https://kthholding.se/,https://www.linkedin.com/company/kth,,,,,501-1000,"Seed, Venture",,,Private
Mapleblock Capital,https://www.crunchbase.com/organization/mapleblock-capital,Venture Capital,67,1,"Delhi, Delhi, India",Asia-Pacific (APAC),Mapleblock Capital is an investment firm that exclusively consults and invests in crypto-assets and blockchain companies.,2,67,,Active,2017-02-04,day,https://mapleblock.capital/,https://www.linkedin.com/company/mapleblock-capital,"Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other, Payments, Software","Blockchain, Cryptocurrency, Ethereum, Hedge Funds, Venture Capital",1,Vijay Garg,1-10,"Early Stage Venture, Initial Coin Offering, Seed, Venture",,,Private
Visionaries Club,https://www.crunchbase.com/organization/visionaries-club,Venture Capital,66,2,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Visionaries Club is a leading European early stage VC backed by Europe's most successful digital founders and family business entrepreneurs.,11,43,,Active,2019-07-15,day,https://visionaries.vc,https://www.linkedin.com/company/visionaries-club/,"Financial Services, Lending and Investments","Angel Investment, Financial Services, Venture Capital",2,"Robert Lacher, Sebastian Pollok",11-50,"Early Stage Venture, Late Stage Venture, Seed",,,Private
ICLUB VC,https://www.crunchbase.com/organization/iclub-vc,Venture Capital,66,6,"Kyiv, Kyyiv, Ukraine","Europe, Middle East, and Africa (EMEA)","ICLUB VC is a global network of private investors, established by a leading European VC fund TA Ventures.",1,61,1,Active,2018-01-01,year,https://iclub.vc/,https://www.linkedin.com/company/iclubvc,"Biotechnology, Financial Services, Health Care, Science and Engineering, Software, Transportation","Biotechnology, Enterprise Software, Financial Services, Health Care, Logistics",1,Viktoriya Tigipko,11-50,Early Stage Venture,,,Private
Brandenburg Kapital,https://www.crunchbase.com/organization/bfb-brandenburg-kapital-gmbh,"Government Office, Venture Capital",66,6,"Potsdam, Brandenburg, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Brandenburg Kapital invests in technology-orientated companies throughout the whole life-cycle.,29,57,,Active,1993-01-01,year,https://www.brandenburg-kapital.de,https://www.linkedin.com/company/bfb-brandenburg-kapital-gmbh---ilb/,"Financial Services, Lending and Investments","Finance, Financial Services, Venture Capital",,,11-50,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private
Polygon Ventures,https://www.crunchbase.com/organization/polygon-ventures,Venture Capital,65,3,"Tórtola, Castilla-La Mancha, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)",Polygon Ventures is an investment firm that focuses on early-stage Web3 startups.,9,65,,Active,2022-01-01,year,https://www.p2v.ventures/,,"Blockchain and Cryptocurrency, Internet Services",Web3,,,1-10,"Early Stage Venture, Initial Coin Offering, Seed, Venture",,,Private
seed + speed,https://www.crunchbase.com/organization/seed-speed-ventures,Venture Capital,65,7,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",seed + speed is a venture capital firm that focuses on seed investments.,19,56,,Active,2016-01-01,year,http://www.seedandspeed.com,https://www.linkedin.com/company/seedandspeed,"Financial Services, Hardware, Software","Enterprise Software, FinTech, Software, Virtual Reality",1,Carsten Maschmeyer,11-50,"Early Stage Venture, Seed",,,Private
bm-t beteiligungsmanagement thuringen,https://www.crunchbase.com/organization/bm-t-beteiligungsmanagement-thüringen,"Private Equity Firm, Venture Capital",65,7,"Erfurt, Thuringen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",bm-t beteiligungsmanagement thüringen is a regional venture capital and private equity company with fokus on Thüringen/ Germany only.,40,47,1,Active,2003-01-01,year,https://www.bm-t.com/,https://www.linkedin.com/company/bm-t-beteiligungsmanagement-th-ringen-gmbh/,"Financial Services, Lending and Investments","Finance, Financial Services, Venture Capital",,,11-50,"Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",,,Private
Silverbacks Holdings,https://www.crunchbase.com/organization/silverbacks-holdings,Venture Capital,64,3,"Ebène, Plaines Wilhems, Mauritius","Europe, Middle East, and Africa (EMEA)",Silverbacks Holdings is a venture capital firm that offers financial services.,2,64,2,Active,2001-01-01,year,https://silverbacks.holdings,https://www.linkedin.com/company/silverbacks-holdings,"Financial Services, Lending and Investments, Media and Entertainment","Advice, Financial Services, Venture Capital",,,1-10,,,,Private
Partner Ventures,https://www.crunchbase.com/organization/partner-ventures-llc,Venture Capital,64,7,"Portola Valley, California, United States","San Francisco Bay Area, West Coast, Western US",Partner Ventures is a 'secondary direct' venture capital fund.,1,60,2,Active,2009-10-01,month,http://www.partnervc.com/,https://www.linkedin.com/company/partner-ventures,,,,,1-10,"Early Stage Venture, Late Stage Venture, Venture",,,Private
Delta Blockchain Fund,https://www.crunchbase.com/organization/delta-blockchain-fund,Venture Capital,63,3,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Delta Blockchain Fund is an early-stage venture capital fund supporting developers and visionaries building the world of decentralization.,13,59,2,Active,2021-01-01,year,https://www.deltafund.io/,https://www.linkedin.com/company/delta-blockchain-fund/,"Financial Services, Lending and Investments",Venture Capital,1,Kavita Gupta,11-50,Early Stage Venture,,,Private
DvH Ventures,https://www.crunchbase.com/organization/dvh-ventures,Venture Capital,63,6,"Köln, Nordrhein-Westfalen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Dieter von Holtzbrinck Ventures (DvH Ventures) is one of the leading European early-stage investors.,19,37,,Active,2014-01-01,year,http://dvhventures.de/,https://www.linkedin.com/company/dieter-von-holtzbrinck-ventures-gmbh/,"Education, Financial Services, Health Care, Lending and Investments","Education, FinTech, Health Care, Venture Capital",3,"Duc Quyen Tran, Fabian von Trotha, Peter Richarz",1-10,"Debt, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private
Porsche Ventures,https://www.crunchbase.com/organization/porsche-ventures,"Corporate Venture Capital, Private Equity Firm",63,6,"Stuttgart, Baden-Wurttemberg, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Porsche Ventures is a venture capital arm of Porsche that invests in companies from early-stage through growth.,18,47,1,Active,2018-01-01,year,https://www.porsche.ventures,https://www.linkedin.com/company/porsche-ventures,"Financial Services, Lending and Investments","Finance, Financial Services, Venture Capital",,,11-50,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private
LIFTT,https://www.crunchbase.com/organization/liftt,Venture Capital,63,2,"Turin, Piemonte, Italy","European Union (EU), Europe, Middle East, and Africa (EMEA)",Tech Transfer Investment Fund,21,50,,Active,2019-01-01,year,https://www.liftt.com,https://www.linkedin.com/company/liftt-spa,,,,,11-50,"Early Stage Venture, Late Stage Venture, Seed",,,Private
Davidovs Venture Collective,https://www.crunchbase.com/organization/davidovs-vc,Venture Capital,63,3,"Los Altos, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",Davidovs Venture Collective is a venture capital firm that focuses on technology investments.,3,57,,Active,2021-01-01,year,https://davidovs.com,https://www.linkedin.com/company/davidovs-vc,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Hardware, Lending and Investments, Science and Engineering, Software","Angel Investment, Artificial Intelligence (AI), Robotics, Venture Capital",2,"Marina Davidova, Nick Davidov",1-10,"Early Stage Venture, Seed",,,Private
The LAO,https://www.crunchbase.com/organization/the-lao,Venture Capital,63,2,"Brooklyn, New York, United States","Greater New York Area, East Coast, Northeastern US","The LAO is a venture capital firm that invests in the cryptocurrency, blockchain, and application software sectors.",2,59,,Active,2019-01-01,year,https://thelao.io/,,"Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other","Blockchain, Ethereum, Venture Capital",,,1-10,"Convertible Note, Early Stage Venture, Initial Coin Offering, Seed, Venture",,,Private
Burda Principal Investments,https://www.crunchbase.com/organization/burda-principal-investments,Venture Capital,63,6,"Munich, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","Burda Principal Investments is the growth capital arm of Hubert Burda Media, providing capital and strategic support for growth companies.",24,39,1,Active,2015-01-01,year,http://www.burdaprincipalinvestments.com/,https://www.linkedin.com/company/11065581/,"Financial Services, Lending and Investments",Venture Capital,,,11-50,"Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",,,Private
Atlassian Ventures,https://www.crunchbase.com/organization/atlassian-ventures,Corporate Venture Capital,62,7,"Sydney, New South Wales, Australia","Asia-Pacific (APAC), Australasia",Atlassian Ventures invests in early-stage companies focused on building apps for cloud products.,10,57,,Active,2002-01-01,year,https://www.atlassian.com/company/ventures,,"Financial Services, Professional Services","Business Development, Finance, Financial Services",2,"Mike Cannon-Brookes, Scott Farquhar",1-10,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private
Ananda Impact Ventures,https://www.crunchbase.com/organization/ananda-ventures-gmbh-social-venture-fund,Venture Capital,62,4,"Munich, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Let's build stuff that truly matters! We back game-changing companies across Europe to achieve global impact.,24,44,,Active,2010-01-01,year,https://ananda.vc/,https://www.linkedin.com/company/ananda-impact-ventures,"Financial Services, Lending and Investments","Finance, Impact Investing, Venture Capital",2,"Florian Erber, Johannes Weber",11-50,"Early Stage Venture, Seed, Venture",,,Private
Yes VC,https://www.crunchbase.com/organization/yes-vc,"Micro VC, Venture Capital",62,2,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",A San Francisco-based pre-seed and seed-stage firm.,9,50,,Active,2018-01-01,year,https://yes.vc/,https://www.linkedin.com/company/18449758/,"Financial Services, Lending and Investments",Venture Capital,2,"Caterina Fake, Jyri Engestrom",1-10,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private
